ら戳,秨絃基,程蔼基,程基,Μ絃基,EMA45,А絬よ,Θユ秖,А秖10ら,А秖よ,戈,щ獺,犁坝,猭,,北絃,磕戈,磕ㄩ,ユ產计,把籔瞯,禦秈產计,芥產计,ㄩ芥緇肂,up.5days
2019/4/11,75.71,75.9,75.29,75.53,72.41,1,8272,7757,1,3223,500,-1107,2616,1601,1016,1031,502,592,0.6652,401,460,1235,1
2019/4/12,75.53,75.67,75.39,75.48,72.54,1,7498,8252,0,4067,860,-40,4887,1410,986,992,504,537,0.6034,270,418,1236,1
2019/4/15,75.99,76.32,75.9,76.18,72.7,1,7682,8678,0,4882,0,-83,4799,2867,2119,992,587,645,0.7247,343,558,1237,1
2019/4/16,76.18,76.46,76.13,76.41,72.86,1,7768,8887,0,3188,1140,-351,3977,2642,2110,983,589,658,0.7393,300,598,1238,1
2019/4/17,76.6,77.15,76.6,77.01,73.04,1,23105,10092,1,14167,0,960,15127,4062,3125,865,580,692,0.7775,347,643,1239,1
2019/4/18,77.15,77.57,76.74,76.97,73.21,1,20690,11601,1,11311,-17,4446,15740,3567,2267,914,576,706,0.7933,400,640,1240,1
2019/4/19,77.48,77.71,76.97,77.06,73.38,1,12516,12166,1,9030,-2,-932,8096,1620,1252,874,577,607,0.682,331,505,1240,0
2019/4/22,77.25,77.34,76.92,76.97,73.54,1,2874,11654,0,569,0,-736,-167,405,315,877,586,483,0.5427,306,346,1239,1
2019/4/23,76.97,77.43,76.83,77.29,73.7,1,6012,10728,0,4246,0,-1484,2762,1892,1734,840,586,570,0.6412,232,518,1239,0
2019/4/24,77.62,77.76,77.15,77.43,73.86,1,3109,9953,0,891,0,-762,129,646,623,817,585,506,0.5692,280,398,1239,0
2019/4/25,77.34,77.67,77.25,77.62,74.03,1,3529,9478,0,1259,0,718,1977,1210,1229,824,585,513,0.5771,217,432,1239,1
2019/4/26,77.06,77.06,76.5,76.74,74.14,1,3815,9110,0,170,0,-1385,-1215,-772,-874,821,587,638,0.7177,542,346,1239,0
2019/4/29,76.88,77.2,76.78,77.06,74.27,1,3162,8658,0,1206,0,-145,1061,499,426,818,587,504,0.5669,316,346,1239,1
2019/4/30,77.06,77.15,76.69,77.06,74.39,1,3248,8206,0,498,0,-465,33,-4,-62,829,587,431,0.4854,314,253,1239,0
2019/5/2,77.2,77.67,77.15,77.25,74.52,1,6156,6511,0,2247,-600,-267,1380,316,186,840,584,497,0.5597,358,331,1239,0
2019/5/3,77.34,77.99,77.34,77.95,74.67,1,30324,7475,1,22012,0,5213,27225,2822,2151,825,584,667,0.7511,298,600,1239,0
2019/5/6,76.88,76.88,76.36,76.6,74.75,1,7464,6969,1,-196,0,-2244,-2440,-2296,-2403,836,560,703,0.7917,663,361,1239,0
2019/5/7,76.92,77.53,76.92,77.39,74.86,1,14011,8083,1,3918,0,6147,10065,971,867,812,558,549,0.6182,344,437,1142,0
2019/5/8,76.69,77.11,76.55,76.83,74.95,1,13573,8839,1,6536,-31,1752,8257,-670,-752,844,536,542,0.6104,468,251,1142,0
2019/5/9,76.46,76.5,75.62,75.9,74.99,1,6924,9221,0,-660,0,-2731,-3391,-3120,-3553,901,523,732,0.8243,691,343,1142,0
2019/5/10,75.9,76.46,75.29,75.85,75.03,1,11794,10047,1,130,-700,-2853,-3423,-4278,-4113,985,471,745,0.839,706,377,1142,0
2019/5/13,75.48,75.48,74.55,74.59,75.01,0,18678,11533,1,-10161,0,-4615,-14776,-11489,-11024,1064,402,821,0.9245,815,334,1142,0
2019/5/14,74.08,74.5,73.43,74.13,74.97,0,20280,13245,1,-13092,-15,-595,-13702,-11043,-9387,1246,405,838,0.9437,832,417,1142,0
2019/5/15,74.13,74.46,73.94,74.22,74.94,0,17262,14647,1,-13181,0,811,-12370,-9626,-7556,1392,394,804,0.9054,796,243,1142,0
2019/5/16,73.99,74.08,73.52,73.57,74.88,0,17100,15741,1,-11413,0,-1832,-13245,-9978,-8002,1498,384,809,0.911,799,247,1142,0
2019/5/17,73.99,74.04,72.83,72.83,74.79,0,23574,15066,1,-18398,0,-1365,-19763,-14503,-13297,2006,390,836,0.9414,830,300,1142,0
2019/5/20,73.06,73.34,72.73,72.78,74.7,0,14305,15750,0,-9554,0,597,-8957,-7444,-6496,1650,411,807,0.9088,798,280,1142,0
2019/5/21,72.59,73.01,72.31,72.97,74.63,0,19815,16331,1,-9665,0,1341,-8324,-7286,-5999,1811,421,804,0.9054,791,275,1142,0
2019/5/22,72.78,73.2,72.69,72.97,74.55,0,10558,16029,0,-7110,0,-618,-7728,-5175,-4650,1823,424,754,0.8491,734,274,1142,0
2019/5/23,72.45,72.45,71.52,71.62,74.43,0,25683,17905,1,-15651,0,-4041,-19692,-15980,-12084,2313,404,854,0.9617,850,346,2538,1
2019/5/24,71.71,72.13,71.66,71.99,74.32,0,6029,17328,0,-2756,0,-930,-3686,-2804,-2903,2410,427,732,0.8243,703,332,2537,1
2019/5/27,72.13,72.13,71.52,71.8,74.21,0,11541,16615,0,-5616,0,-2789,-8405,-5682,-5390,2524,434,767,0.8657,758,241,2655,1
2019/5/28,71.9,71.9,71.52,71.76,74.1,0,9812,15568,0,-5776,-1400,663,-6513,-4866,-4216,2552,435,762,0.86,747,195,1853,1
2019/5/29,71.2,71.48,71.01,71.43,73.99,0,9660,14808,0,-4542,-800,-1312,-6654,-4508,-4053,2599,436,752,0.8488,735,252,1853,1
2019/5/30,71.43,72.13,71.43,72.04,73.9,0,7659,13864,0,-2457,0,-2188,-4645,-1778,-1813,2556,455,689,0.7777,625,362,1810,1
2019/5/31,71.99,73.01,71.94,73.01,73.87,0,7566,12263,0,-251,0,918,667,-509,-614,2333,391,761,0.8589,657,583,1810,1
2019/6/3,72.78,73.2,72.27,73.11,73.83,0,6018,11434,0,-5,0,700,695,1161,778,2207,420,668,0.754,517,524,1810,1
2019/6/4,73.01,73.15,72.59,72.64,73.78,0,7229,10176,0,-2033,500,87,-1446,-1068,-935,2163,439,602,0.6795,536,308,1810,1
2019/6/5,73.38,73.48,72.83,72.87,73.74,0,7052,9825,0,-2150,1200,-516,-1466,261,66,2141,424,613,0.6919,478,419,1810,1
2019/6/6,72.31,72.45,72.08,72.31,73.68,0,7456,8002,0,-2066,0,-558,-2624,-1539,-1590,2087,435,646,0.7291,610,272,2377,1
2019/6/10,73.2,73.57,72.92,73.57,73.67,0,7667,8166,0,-64,0,4339,4275,3461,2776,1916,456,728,0.8217,395,665,2377,0
2019/6/11,73.71,74.27,73.57,73.9,73.68,1,10624,8074,1,2808,1059,3467,7334,5892,4654,1785,416,768,0.8678,434,719,2377,0
2019/6/12,73.9,74.27,73.76,74.18,73.71,1,9258,8019,1,4745,1440,-76,6109,4355,3535,1670,405,721,0.8147,365,666,981,1
2019/6/13,73.9,74.04,73.48,73.57,73.7,0,5915,7644,0,-287,1200,-2487,-1574,-443,-560,1689,409,629,0.7107,519,398,898,1
2019/6/14,73.52,73.66,73.34,73.43,73.69,0,3164,7195,0,-44,1150,-576,530,336,138,1663,399,556,0.6282,406,344,898,1
2019/6/17,73.01,73.48,72.69,73.25,73.67,0,6141,7052,0,-53,144,1835,1926,-344,-525,1646,383,573,0.6475,503,293,898,1
2019/6/18,73.34,73.52,73.15,73.43,73.66,0,2890,6740,0,-124,50,716,642,-13,34,1564,387,450,0.5085,319,248,898,1
2019/6/19,74.46,75.2,74.41,75.15,73.72,1,21833,8200,1,9633,0,4549,14182,11252,8542,1433,386,796,0.8994,368,781,898,0
2019/6/20,75.15,75.39,75.06,75.25,73.79,1,11582,8653,1,3853,0,-440,3413,5969,4457,1400,384,747,0.8441,350,701,898,1
2019/6/21,75.48,75.57,75.2,75.25,73.85,1,15344,9442,1,11726,0,-2619,9107,6568,4319,1194,388,738,0.8339,350,705,898,1
2019/6/24,75.2,75.85,75.11,75.57,73.93,1,16601,10335,1,13855,0,-3458,10397,7713,5882,1181,387,738,0.8339,286,706,898,1
2019/6/25,75.53,75.76,75.01,75.15,73.98,1,7941,10067,0,6526,25,-2131,4420,1992,1725,1171,386,618,0.6991,355,525,898,1
2019/6/26,75.01,75.01,74.69,74.78,74.02,1,5913,9732,0,1172,0,-2325,-1153,938,576,1169,373,555,0.6278,388,377,898,1
2019/6/27,74.97,75.94,74.97,75.85,74.1,1,15351,10676,1,12070,20,-1543,10547,6717,4809,1158,376,723,0.8179,292,696,898,1
2019/6/28,75.8,75.9,75.25,75.29,74.15,1,3941,10754,0,793,0,288,1081,-84,-253,1163,367,516,0.5837,378,318,898,1
2019/7/1,76.36,77.06,76.36,76.92,74.27,1,13771,11517,1,5968,45,5090,11103,7965,5404,1077,366,776,0.8798,421,755,898,0
2019/7/2,76.92,76.97,76.69,76.74,74.38,1,5209,11749,0,2133,-850,1366,2649,1825,1655,1082,369,611,0.6927,311,529,898,0
2019/7/3,76.64,76.64,75.71,75.85,74.44,1,8615,10427,0,-1094,-550,821,-823,-615,-695,1163,364,623,0.7063,516,373,898,1
2019/7/4,76.13,76.5,76.13,76.32,74.52,1,5778,9846,0,3112,0,194,3306,1523,1063,1086,361,522,0.5918,265,419,898,1
2019/7/5,76.41,76.64,76.13,76.22,74.6,1,1613,8473,0,55,0,265,320,195,134,1074,361,409,0.4637,269,264,898,1
2019/7/8,76.13,76.32,75.76,75.94,74.65,1,3859,7199,0,378,25,-704,-301,-169,-230,1081,332,482,0.5471,361,298,898,1
2019/7/9,76.08,76.08,75.76,75.85,74.71,1,4083,6813,0,2490,30,-357,2163,491,194,1069,306,455,0.5165,325,265,857,1
2019/7/10,76.27,76.55,76.18,76.5,74.78,1,4428,6665,0,-47,0,3040,2993,1718,1462,1032,286,583,0.6617,278,487,856,1
2019/7/11,76.92,77.29,76.78,77.11,74.89,1,10380,6168,1,3344,-1280,5172,7236,5798,4417,1033,248,740,0.84,345,699,856,0
2019/7/12,77.11,77.25,76.97,77.01,74.98,1,2973,6071,0,642,-335,129,436,755,671,1039,210,519,0.5891,311,400,856,1
2019/7/15,77.11,77.57,76.55,77.43,75.08,1,9336,5627,1,6129,-211,550,6468,4014,2894,1010,2,683,0.7761,361,622,856,1
2019/7/16,77.43,77.67,77.39,77.57,75.19,1,5503,5657,0,2260,-75,1328,3513,2578,1743,997,0,640,0.7273,289,565,856,1
2019/7/17,77.48,77.48,77.06,77.06,75.27,1,10599,5855,1,4781,-170,-2022,2589,743,401,845,0,550,0.625,378,385,856,1
2019/7/18,76.88,77.2,76.88,76.97,75.35,1,7541,6032,1,2764,-88,1309,3985,823,185,814,0,496,0.5636,316,328,738,1
2019/7/19,77.91,78.33,77.91,77.91,75.46,1,9781,6848,1,8024,-170,-1287,6567,4053,3077,721,15,700,0.7955,335,660,254,1
2019/7/22,78,78.38,78,78.28,75.58,1,8369,7299,1,6451,0,-631,5820,4480,2964,660,22,686,0.7804,297,628,254,1
2019/7/23,78.47,78.75,78.38,78.47,75.71,1,5899,7481,0,3125,-35,771,3861,3113,2501,608,22,658,0.7486,250,610,352,0
2019/7/24,78.61,78.75,78.42,78.42,75.83,1,3364,7375,0,1861,-75,457,2243,1383,1222,606,22,532,0.6052,238,441,352,0
2019/7/25,78.42,78.66,78.28,78.66,75.95,1,4932,6830,0,3326,0,-130,3196,1621,1322,620,22,558,0.6348,259,479,352,0
2019/7/26,78.28,78.28,78.09,78.14,76.04,1,3130,6845,0,230,-90,-857,-717,-132,-69,622,30,450,0.5119,327,266,352,0
2019/7/29,78,78.33,77.95,78.33,76.14,1,3042,6216,0,371,-80,-795,-504,321,367,631,30,436,0.4971,256,313,352,0
2019/7/30,78.47,78.56,78.09,78.09,76.23,1,2083,5874,0,238,110,-69,279,411,404,641,30,455,0.5188,280,315,352,0
2019/7/31,78.05,78.05,77.39,77.72,76.29,1,3119,5126,0,247,-20,-123,104,-263,-384,627,30,514,0.5861,397,295,352,0
2019/8/1,77.16,77.48,77.06,77.25,76.33,1,5043,4876,1,-327,-5,-801,-1133,-674,-871,639,24,622,0.7092,549,314,352,0
2019/8/2,76.08,76.22,75.65,75.98,76.32,0,16846,5583,1,-6452,92,-4401,-10761,-8128,-6693,741,24,794,0.9054,783,331,352,0
2019/8/5,75.75,75.89,75,75.23,76.27,0,20660,6812,1,-13432,0,-2265,-15697,-11936,-10309,888,41,824,0.9396,815,283,254,0
2019/8/6,73.82,75.51,73.68,75.18,76.22,0,24902,8712,1,-13163,25,-1495,-14633,-12511,-11314,1084,51,839,0.9567,839,505,254,1
2019/8/7,75.23,75.28,74.67,74.81,76.16,0,16856,10061,1,-10481,67,-814,-11228,-8834,-7449,1148,39,798,0.9099,785,300,254,0
2019/8/8,75.14,75.84,75.09,75.7,76.14,0,5036,10072,0,80,75,398,553,-908,-892,1128,43,675,0.7697,571,447,254,0
2019/8/12,75.7,75.89,75.23,75.65,76.12,0,3168,10076,0,-941,46,-210,-1105,-1002,-901,1119,52,614,0.7001,533,318,254,1
2019/8/13,75.23,75.23,74.67,74.81,76.06,0,7432,10515,0,-3116,125,-2749,-5740,-4140,-4174,1190,47,736,0.8392,723,222,254,1
2019/8/14,75.75,75.84,75.37,75.37,76.03,0,7382,11044,0,-1437,50,-983,-2370,-316,-221,1096,48,614,0.7001,471,413,254,1
2019/8/15,74.34,74.72,74.25,74.53,75.97,0,15972,12330,1,-10058,5,-2399,-12452,-7649,-6285,1295,53,789,0.8997,784,237,254,1
2019/8/16,74.57,75.42,74.39,75.42,75.95,0,6159,12441,0,1510,0,-1329,181,-228,-106,1364,58,665,0.7583,535,456,254,1
2019/8/19,75.79,75.94,75.37,75.84,75.94,0,6475,11404,0,2384,0,-260,2124,599,355,1260,112,616,0.7024,403,457,254,0
2019/8/20,75.89,76.12,75.84,76.03,75.94,1,4179,9756,0,-424,75,1242,893,1505,896,1270,108,592,0.675,334,493,254,0
2019/8/21,75.98,76.17,75.94,76.12,75.95,1,6093,7875,0,4235,207,-835,3607,2516,1838,1190,107,609,0.6944,272,531,254,0
2019/8/22,76.31,76.64,75.84,75.94,75.95,0,9379,7128,1,5069,0,483,5552,3229,2331,986,106,671,0.7651,390,583,254,0
2019/8/23,75.94,76.12,75.79,76.03,75.95,1,3211,6945,0,1458,163,381,2002,793,692,980,110,511,0.5827,294,371,254,1
2019/8/26,74.9,75.18,74.72,74.76,75.9,0,12292,7857,1,-5871,330,-1334,-6875,-4907,-4531,1152,109,763,0.87,748,278,254,1
2019/8/27,75.23,75.28,74.86,74.95,75.86,0,2536,7368,0,-1024,25,-63,-1062,-677,-673,1150,106,484,0.5519,426,200,254,1
2019/8/28,75.18,75.61,75.18,75.47,75.84,0,3318,6961,0,-7,0,834,827,566,530,1044,130,473,0.5393,257,359,254,1
2019/8/29,75.51,75.65,75.09,75.61,75.83,0,3234,5688,0,179,80,-105,154,52,111,1042,135,401,0.4572,263,240,254,1
2019/8/30,76.17,76.87,76.17,76.83,75.88,1,19371,7009,1,13799,300,-747,13352,8363,6224,919,134,764,0.8712,330,744,554,1
2019/9/2,76.78,76.97,76.64,76.87,75.92,1,6458,7007,0,2610,30,39,2679,1459,1008,868,134,566,0.6454,309,461,2041,1
2019/9/3,76.83,76.97,76.22,76.22,75.93,1,5053,7095,0,2877,35,40,2952,1986,1395,809,120,644,0.7343,404,516,2037,1
2019/9/4,76.45,77.16,76.4,77.11,75.98,1,10749,7560,1,9153,0,330,9483,6377,5115,824,125,740,0.8438,258,717,2037,1
2019/9/5,77.48,78.09,77.48,77.91,76.07,1,25429,9165,1,20982,0,-3489,17493,11774,7839,973,122,786,0.8962,336,770,2037,1
2019/9/6,78.14,78.42,78.14,78.38,76.17,1,17226,10567,1,11839,-90,-1954,9795,10119,5349,767,122,780,0.8894,264,769,2037,1
2019/9/9,78.56,78.85,78.52,78.66,76.28,1,12633,10601,1,10901,-80,-2099,8722,6334,4442,603,122,742,0.8461,272,719,2037,1
2019/9/10,78.8,78.8,78.09,78.28,76.36,1,5172,10864,0,2724,410,-111,3023,1977,1740,597,127,630,0.7184,319,559,2037,1
2019/9/11,78.61,78.75,78.19,78.33,76.45,1,4746,11007,0,1255,202,315,1772,1103,989,614,127,537,0.6123,266,446,2037,1
2019/9/12,78.94,79.08,78.61,78.75,76.55,1,9281,11612,0,6926,0,-1055,5871,3861,2965,637,129,680,0.7754,251,638,2037,1
2019/9/16,78.85,79.27,78.8,79.22,76.67,1,10930,10768,1,7830,0,-1338,6492,4810,3769,725,211,733,0.8358,304,698,2037,1
2019/9/17,79.22,79.27,79.03,79.08,76.77,1,4967,10619,0,3706,0,-1614,2092,1448,1263,760,211,576,0.6568,290,478,2037,1
2019/9/18,79.22,79.78,79.17,79.74,76.9,1,16999,11813,1,12986,-20,-6126,6840,4510,4140,527,210,706,0.805,257,668,2037,0
2019/9/19,79.74,79.92,79.22,79.27,77,1,7777,11516,0,2558,0,-868,1690,1080,1026,563,180,613,0.699,367,506,2037,0
2019/9/20,79.46,79.69,79.46,79.5,77.11,1,8232,9796,0,5618,-445,-1341,3832,1126,916,577,179,484,0.5519,236,396,3606,0
2019/9/23,79.46,79.64,79.31,79.31,77.21,1,4370,8511,0,806,-45,-613,148,204,189,553,179,530,0.6043,365,346,3606,1
2019/9/24,79.31,79.64,79.17,79.46,77.3,1,4852,7733,0,403,-600,1257,1060,890,830,554,179,494,0.5633,253,376,3634,1
2019/9/25,79.17,79.17,78.75,78.94,77.38,1,3928,7608,0,-94,0,1332,1238,-72,-278,549,182,580,0.6613,468,354,3634,1
2019/9/26,79.27,79.5,78.99,79.13,77.45,1,5195,7653,0,-8,0,-189,-197,465,520,544,181,425,0.4846,250,307,3949,1
2019/9/27,79.69,79.97,79.31,79.41,77.54,1,8885,7614,1,1224,0,-362,862,1221,947,539,186,538,0.6135,249,452,7006,1
2019/10/1,79.6,80.72,79.6,80.68,77.67,1,9596,7480,1,5368,0,554,5922,4047,3610,499,215,733,0.8387,354,687,7495,1
2019/10/2,80.35,80.63,80.35,80.39,77.79,1,5654,7549,0,-253,115,608,470,331,271,493,215,496,0.5675,332,342,7195,1
2019/10/3,79.22,79.88,79.13,79.6,77.87,1,4868,6336,0,-849,-20,664,-205,-554,-606,556,215,524,0.5995,436,262,8902,1
2019/10/4,79.97,80.16,79.55,79.92,77.96,1,3747,5933,0,2213,280,-1238,1255,412,256,562,219,429,0.4908,265,299,8982,1
2019/10/7,80.16,80.39,79.97,80.21,78.06,1,4141,5524,0,1760,0,479,2239,379,214,547,219,496,0.5675,309,330,8982,1
2019/10/8,80.58,81.29,80.58,81.19,78.19,1,12195,6306,1,7521,30,2396,9947,3252,3187,464,218,687,0.786,303,645,8982,1
2019/10/9,80.86,80.91,80.53,80.53,78.3,1,6917,6513,1,5235,-440,-4923,-128,35,-233,502,218,545,0.6236,431,312,8961,1
2019/10/14,81.66,82.18,81.66,82.18,78.46,1,9491,7069,1,6820,0,-1127,5693,3522,2948,397,220,704,0.8055,325,666,9071,1
2019/10/15,82.18,82.46,81.94,82.32,78.63,1,4378,6987,0,2279,0,391,2670,1369,1294,387,221,593,0.6785,313,497,9070,1
2019/10/16,82.6,82.74,82.46,82.69,78.81,1,3984,6497,0,1263,47,359,1669,1684,1528,350,225,637,0.7288,329,575,1286,1
2019/10/17,82.65,82.74,82.41,82.74,78.98,1,2541,5792,0,1191,-90,298,1399,1114,905,350,225,524,0.5995,254,442,1286,1
2019/10/18,82.74,83.21,82.51,82.55,79.13,1,2816,5508,0,633,13,28,674,541,547,347,227,541,0.619,342,408,1286,1
2019/10/21,82.55,82.6,82.37,82.46,79.28,1,1078,5129,0,7,0,110,117,106,126,339,150,474,0.5423,342,283,1296,1
2019/10/22,82.79,83.35,82.79,83.26,79.45,1,3256,5080,0,1384,0,196,1580,1233,1205,301,149,563,0.6442,248,490,1296,1
2019/10/23,83.26,83.35,82.88,83.02,79.61,1,2581,4924,0,371,0,-183,188,168,94,309,148,495,0.5664,338,334,1296,1
2019/10/24,83.26,83.35,83.07,83.35,79.77,1,2580,3962,0,-74,0,393,319,477,410,314,145,447,0.5114,222,348,1296,1
2019/10/25,83.73,83.73,83.16,83.35,79.93,1,7971,4068,1,60,0,4016,4076,426,388,317,147,521,0.5961,319,383,1296,1
2019/10/28,83.77,83.82,83.54,83.73,80.09,1,5010,3620,1,988,54,-165,877,333,288,384,148,499,0.5709,278,378,1296,1
2019/10/29,84.01,84.15,83.87,83.96,80.26,1,7411,3923,1,2334,30,-1712,652,547,425,374,154,547,0.6259,335,419,1528,1
2019/10/30,83.96,84.34,83.82,84.34,80.44,1,5384,4063,1,3564,0,-1946,1618,909,974,427,160,525,0.6007,276,434,2122,1
2019/10/31,84.38,85.04,84.38,84.57,80.62,1,9458,4755,1,4811,0,-3693,1118,959,745,546,159,599,0.6854,371,496,3226,1
2019/11/1,84.48,84.66,84.24,84.57,80.79,1,2807,4754,0,271,-50,519,740,366,344,544,175,551,0.6304,369,393,3415,1
2019/11/4,84.99,86.59,84.99,86.54,81.04,1,6731,5319,1,4237,45,-362,3920,1753,1593,665,191,670,0.7666,425,571,3509,0
2019/11/5,86.73,87.2,86.68,87.2,81.31,1,3966,5390,0,-876,1200,380,704,245,119,725,200,623,0.7128,462,475,3624,0
2019/11/6,87.25,87.62,87.06,87.62,81.58,1,4494,5581,0,-954,800,489,335,648,633,779,207,645,0.738,442,505,3662,0
2019/11/7,87.48,87.48,86.68,87.15,81.82,1,3050,5628,0,-444,0,156,-288,-58,-214,759,205,593,0.6785,464,403,3757,0
2019/11/8,87.29,87.34,86.73,86.87,82.04,1,2891,5120,0,81,800,-352,529,-46,-77,821,205,545,0.6236,414,347,3295,0
2019/11/11,86.73,86.78,85.46,85.56,82.2,1,5859,5205,1,-463,400,705,642,270,-131,760,196,660,0.756,529,486,4127,1
2019/11/12,85.93,86.35,85.93,86.35,82.38,1,2426,4707,0,-468,0,404,-64,236,249,574,198,504,0.5773,348,361,4127,1
2019/11/13,85.93,86.03,85.46,85.84,82.53,1,1936,4362,0,-276,0,-44,-320,-258,-277,394,189,450,0.5155,361,216,4127,1
2019/11/14,85.98,86.17,85.6,85.79,82.67,1,2174,3633,0,22,0,83,105,113,118,361,187,422,0.4834,300,246,4654,1
2019/11/15,86.35,86.82,86.35,86.64,82.84,1,2511,3604,0,-59,-210,263,-6,45,135,386,185,526,0.6025,368,348,4654,1
2019/11/18,86.82,87.2,86.73,87.2,83.03,1,2088,3140,0,-117,400,-374,-91,157,172,337,184,507,0.5808,319,358,4654,0
2019/11/19,87.2,87.86,86.96,87.86,83.24,1,2822,3025,0,203,105,614,922,717,779,297,184,582,0.6667,342,461,4654,0
2019/11/20,87.86,87.86,87.39,87.53,83.43,1,7955,3371,1,-6065,-68,6131,-2,9,-34,279,184,467,0.5349,354,270,4654,0
2019/11/21,86.64,86.87,86.17,86.82,83.57,1,3284,3395,0,-438,46,-198,-590,-903,-819,302,177,553,0.6334,476,277,4654,1
2019/11/22,86.87,87.06,86.73,86.87,83.72,1,1507,3256,0,-68,28,-172,-212,-62,27,305,177,416,0.4765,296,219,4654,0
2019/11/25,87.29,87.39,86.87,86.92,83.86,1,2521,2922,0,-1055,0,182,-873,82,150,297,172,456,0.5223,306,276,4790,0
2019/11/26,87.25,87.57,87.11,87.15,84,1,3827,3063,1,-2458,0,1707,-751,83,106,292,172,451,0.5166,311,283,5023,0
2019/11/27,87.15,87.48,87.06,87.48,84.15,1,1958,3065,0,-1021,32,-106,-1095,133,140,278,172,409,0.4685,245,271,5092,0
2019/11/28,87.53,87.53,87.11,87.25,84.29,1,1353,2983,0,-31,0,345,314,-180,-250,276,172,394,0.4513,295,182,5101,0
2019/11/29,87.15,87.15,85.84,85.89,84.36,1,5344,3266,1,-3756,44,539,-3173,-2153,-2058,319,170,620,0.7102,578,233,5101,1
2019/12/2,86.31,86.5,86.12,86.4,84.44,1,2068,3264,0,-264,-47,724,413,396,350,322,167,479,0.5499,326,317,5104,1
2019/12/3,86.07,86.54,85.98,86.4,84.53,1,1411,3123,0,-504,87,234,-183,-109,-123,328,167,375,0.4305,282,195,5104,1
2019/12/4,86.21,86.26,85.79,86.07,84.6,1,2311,2558,0,-1706,22,779,-905,-835,-829,324,165,455,0.5224,390,182,5104,1
2019/12/5,86.68,87.29,86.54,87.2,84.71,1,3441,2574,1,-542,0,141,-401,563,585,286,165,500,0.5741,283,377,5104,1
2019/12/6,87.57,87.76,87.06,87.34,84.82,1,3394,2763,1,-723,30,-178,-871,392,309,272,165,465,0.5339,285,355,5104,1
2019/12/9,87.48,88.04,87.48,87.9,84.96,1,2912,2802,1,-318,57,683,422,902,958,272,165,531,0.6096,308,426,5104,1
2019/12/10,87.67,87.67,87.11,87.29,85.06,1,5465,2966,1,-2655,37,1880,-738,-758,-684,271,164,414,0.4753,351,164,5274,1
2019/12/11,87.29,88,87.25,88,85.19,1,1937,2964,0,934,0,-105,829,722,736,264,164,498,0.5718,285,370,5274,1
2019/12/12,88.56,90.2,88.56,89.97,85.4,1,8420,3670,1,4636,27,533,5196,2610,2002,231,163,680,0.7807,423,598,3781,1
2019/12/13,90.81,91.42,90.77,90.95,85.64,1,5880,3724,1,1141,0,-132,1009,412,208,264,162,641,0.7359,481,503,3781,1
2019/12/16,91,91.09,90.72,90.91,85.87,1,4482,3965,1,745,0,335,1080,-135,-213,283,162,574,0.659,450,361,3781,1
2019/12/17,90.81,92.13,90.77,92.13,86.14,1,4703,4295,1,234,-10,107,331,479,692,292,163,625,0.7176,433,492,3781,0
2019/12/18,91.99,92.27,91.8,92.17,86.4,1,3762,4440,0,-508,0,479,-29,110,15,222,163,565,0.6487,418,400,3781,0
2019/12/19,92.13,92.17,91.56,91.66,86.63,1,2271,4323,0,101,30,-1132,-1001,-390,-407,267,162,562,0.6452,468,327,3611,0
2019/12/20,91.56,91.56,90.77,91,86.82,1,3353,4319,0,-342,92,-261,-511,-588,-782,306,162,566,0.6498,487,306,3611,1
2019/12/23,91.05,91.33,91,91.19,87.01,1,3417,4369,0,3,56,-833,-774,-118,-46,302,163,500,0.5741,376,303,3611,1
2019/12/24,91.33,91.47,91.24,91.24,87.19,1,1410,3964,0,180,47,-380,-153,50,42,300,164,384,0.4409,273,206,3611,0
2019/12/25,91.24,91.47,91.09,91.38,87.37,1,1789,3949,0,-631,0,-426,-1057,-3,-40,300,169,419,0.4811,284,253,3611,1
2019/12/26,91.56,91.56,91.14,91.38,87.55,1,3096,3416,0,-516,0,-1119,-1635,-258,-227,297,167,409,0.4696,325,195,3775,1
2019/12/27,91.61,92.13,91.61,91.99,87.74,1,2978,3126,0,-3,20,-529,-512,144,161,324,168,487,0.5591,319,345,3775,0
2019/12/30,91.99,92.22,91.61,91.8,87.92,1,3139,2992,1,-270,0,-722,-992,-318,-471,335,170,471,0.5426,370,241,3775,0
2019/12/31,91.14,91.24,91,91,88.05,1,4304,2952,1,-603,87,-1904,-2420,-1534,-1530,360,171,570,0.6567,514,209,4686,0
2020/1/2,91.09,91.99,91.09,91.66,88.21,1,4882,3064,1,-1837,291,-719,-2265,-210,-347,374,172,475,0.5472,359,278,5013,0
2020/1/3,92.27,92.64,91.05,91.66,88.36,1,6814,3518,1,-893,163,1287,557,-189,-580,388,172,553,0.6371,443,352,5230,0
2020/1/6,91.09,91.14,90.48,90.48,88.45,1,9322,4115,1,-3726,55,506,-3165,-2351,-2640,381,173,680,0.7834,641,296,5581,1
2020/1/7,90.53,90.77,89.55,90.2,88.53,1,6329,4406,1,-760,72,-2745,-3433,-2096,-2206,410,164,655,0.7546,596,367,6028,1
2020/1/8,89.36,90.3,89.22,89.78,88.58,1,8517,5117,1,-2216,18,-3832,-6030,-3284,-2914,441,169,732,0.8433,703,368,6590,1
2020/1/9,90.39,91.14,90.39,91,88.69,1,7164,5655,1,-2044,27,695,-1322,-842,-706,479,174,624,0.7189,517,406,6676,1
